Year;Country;value
2007;Mexico;34.476408
1995;Moldova;2.401022
2003;Jamaica;0.184018
2008;Jamaica;0.095402
2004;Israel;24.996699
2002;Israel;24.667038
2007;Italy;55.400022
2006;Italy;54.842132
2004;Italy;53.951403
1983;Italy;42.75873
1997;Italy;34.82715
2005;Italy;53.0656
1982;Ireland;2.7738
1990;Israel;7.91856
2004;Zimbabwe;1.086372
1983;Zimbabwe;5.290354
2012;Zimbabwe;3.985564
1995;Zimbabwe;2.286675
1982;Zambia;1.012836
1999;Zambia;0.276381
2011;Zimbabwe;3.627
1984;Zambia;0.92114
1983;Zambia;0.92087
1991;Virgin Islands,  U.S.;0.368644
2003;Venezuela;0.184648
2007;Venezuela;0.460155
1997;Venezuela;0.09235
1996;Vietnam;11.025075
2000;Vietnam;15.575028
1999;Vietnam;14.961986
2014;Vietnam;62.474775
2013;Vietnam;57.395525
1989;Vietnam;9.426412
2013;World;14681.994462
1985;World;7656.823458
1991;World;7926.758865
1996;World;8205.152546
2003;World;9751.477916
1983;World;7013.197079
1989;World;8227.516329
1993;Former Serbia and Montenegro;32.340627
2003;Former Serbia and Montenegro;35.676496
2001;Former Serbia and Montenegro;31.92684
1988;Former Czechoslovakia;150.166914
2011;Finland;11.807648
1985;Finland;11.519563
1989;Germany, East;373.018464
1985;Germany, East;379.10846
1996;Germany;322.324345
1988;Finland;10.682693
1990;Finland;13.056219
2011;Georgia;0.276087
1993;Georgia;0.460275
1992;Finland;9.515364
1999;Finland;8.279909
2009;France;33.615959
1984;Former Yugoslavia;131.635328
1982;Former Yugoslavia;107.127015
1991;Former Yugoslavia;141.65048
1990;Former Yugoslavia;144.74565
1982;Former U.S.S.R.;1267.603792
1983;Former U.S.S.R.;1256.54592
2003;France;44.836308
2000;France;50.018155
2013;France;37.777707
2006;France;42.53409
1994;Czech Republic;85.807782
1996;Denmark;25.583485
1997;Denmark;25.965287
1989;Denmark;21.157056
1998;Croatia;0.753304
1994;Croatia;1.042678
2003;Croatia;2.234304
1980;Denmark;20.02875
2010;Dominican Republic;1.462496
2001;Dominican Republic;0.368448
2013;Dominican Republic;1.731736
2014;Dominican Republic;1.82288
2007;Dominican Republic;1.4632
2002;Bulgaria;26.078224
1992;Former Serbia and Montenegro;33.656571
1986;Former Czechoslovakia;151.236798
1989;Former Czechoslovakia;140.350464
1987;Former Czechoslovakia;152.17434
1991;Finland;11.336401
1987;Finland;11.388485
1994;Finland;17.568135
1997;Finland;14.892258
1980;Finland;10.62334
2005;Finland;9.820866
1992;Hungary;18.900574
1998;Hungary;16.753004
1982;Hungary;29.153425
2005;Hungary;11.9505
2004;India;669.918144
2008;India;886.910492
2007;India;820.225272
1988;India;295.538698
1989;India;313.917165
2012;India;1251.0288
2010;Indonesia;116.866017
2000;Japan;316.192604
1993;Japan;250.233858
1995;Japan;276.864432
1998;Japan;280.446422
2007;Japan;388.99824
1992;Japan;243.66827
1999;Japan;296.63075
2014;Indonesia;200.76274
2003;Indonesia;81.226026
1981;Indonesia;0.372588
1982;Iran;3.955248
1994;Iran;3.272904
2002;Iran;3.339144
1992;Iran;2.635027
1997;Ireland;5.759082
1992;Ireland;6.46219
1981;Ireland;2.77185
1983;Ireland;3.14228
2010;Ireland;4.11408
1993;Ireland;6.45715
1996;Ireland;6.49663
1986;Iran;2.81759
2009;Iran;3.34798
2012;Congo (Kinshasa);0.305004
2010;Kazakhstan;138.591544
1992;Kazakhstan;152.818855
1997;Kazakhstan;83.762275
2002;Kazakhstan;85.02057
2011;Jamaica;0.095014
1987;Japan;220.958928
2010;Jamaica;0.0955
1985;Kenya;0.184834
1995;Congo (Kinshasa);0.205016
2006;Congo (Kinshasa);0.304677
2004;Congo (Kinshasa);0.304665
2013;Congo (Kinshasa);0.406672
1996;Congo (Kinshasa);0.20285
1985;Germany, West;244.025688
2012;Croatia;1.820346
1982;Greece;12.155648
1981;Greece;12.086676
1980;Greece;10.120916
2000;Ireland;6.226243
2013;Ireland;4.480217
2006;Israel;26.111663
2009;Israel;25.437456
1982;Israel;1.927322
1992;Israel;10.59682
1988;Israel;7.092096
1988;Italy;47.12112
2006;Tajikistan;0.184322
2009;Tajikistan;0.276918
2000;Tanzania;0.092287
1987;Thailand;11.42364
1982;Thailand;3.629684
1981;Thailand;2.87412
2010;Taiwan;130.88361
1992;Taiwan;45.489913
2011;Taiwan;135.7413
1990;Afghanistan;0.183922
1985;Bangladesh;0.184906
1998;Bangladesh;0.276513
1981;Botswana;0.738112
1986;Botswana;1.015443
1991;Botswana;1.473776
2010;Botswana;1.84174
1989;China;1760.113521
2005;Bhutan;0.091663
2009;Bhutan;0.184218
1992;Congo (Kinshasa);0.203048
1992;China;1838.969505
1993;China;1963.972982
1994;China;2111.515224
2009;China;5935.884948
1998;Chile;11.004287
2013;Chile;23.819194
2003;Chile;6.665112
2005;Chile;8.746365
2008;Chile;13.8243
1985;Italy;52.70976
2010;Iceland;0.289173
1991;Iceland;0.100086
2008;Ireland;4.750356
2010;Israel;25.437456
1998;Ireland;5.99885
1987;Israel;6.918137
1991;Israel;7.741695
2010;Philippines;26.173821
1982;Philippines;0.698467
1986;Philippines;3.641469
1991;Philippines;5.62656
1985;Peru;0.405236
1990;Peru;0.300273
1993;Peru;1.079705
1995;Peru;1.085282
2012;Peru;2.680818
2000;Peru;1.74069
1998;Portugal;10.174038
1999;Portugal;12.114438
1997;Portugal;11.40804
2001;Portugal;9.641184
1989;Portugal;7.83411
1992;Poland;252.796948
1999;Poland;213.101316
2000;Poland;206.057409
2008;Poland;199.91621
2002;Poland;200.124
2012;Indonesia;150.203683
2003;Hong Kong;21.760144
2005;Hong Kong;22.010705
1993;Hong Kong;24.69288
1992;Hong Kong;22.6359
1984;Iceland;0.101109
1985;Iceland;0.198294
1994;Hungary;17.34786
2002;Iceland;0.197442
2005;Iceland;0.289659
1999;Iceland;0.098414
1982;India;196.620936
1990;Iceland;0.19731
2009;Iceland;0.19313
2004;Iceland;0.2967
1983;Afghanistan;0.276648
1991;Afghanistan;0.184228
1997;Australia;153.869505
1996;Australia;146.394592
2010;Albania;0.386032
2001;Mauritius;0.857528
1990;Mauritius;0.098439
2006;Mauritius;1.150404
2013;Mauritius;1.725678
2007;Mauritius;1.438545
1999;Mauritius;0.262422
1997;Morocco;6.804914
2011;Nepal;0.736704
2012;Nepal;0.552522
1995;Nepal;0.18407
1988;Luxembourg;0.445948
2001;Luxembourg;0.368616
2006;Luxembourg;0.276975
2010;Luxembourg;0.18443
1990;Luxembourg;0.44486
2000;Macedonia;5.520507
1984;Malta;0.184402
1990;Malta;0.736496
1989;Malta;0.738184
1985;Malta;0.46147
1993;Slovenia;5.364327
2009;Slovenia;4.75275
1987;Mexico;11.269628
1992;Mexico;13.328208
1992;Slovenia;5.6559
2006;Slovenia;5.0403
1996;Slovenia;4.745
1981;Mexico;6.792608
2009;Mexico;31.58958
1996;Nepal;0.184356
1996;Turkmenistan;0.184298
1999;Thailand;35.046298
2014;Turkey;124.888848
2011;Turkey;151.461357
2012;Turkey;140.708688
1987;Turkey;72.209215
2006;United Arab Emirates;0.828828
2007;United Arab Emirates;0.368184
1984;United Kingdom;160.812894
2014;Ukraine;122.746675
2009;Ukraine;127.537312
1995;Ukraine;201.839996
2000;Ukraine;136.97365
1999;Ukraine;135.23928
2000;U.S. Territories;-
1994;U.S. Territories;-
2000;United Kingdom;126.061144
2009;United Kingdom;102.014668
1980;United States;1435.757916
1984;United States;1598.323588
1988;United States;1774.803204
2005;United States;2181.946464
2011;Sri Lanka;1.106808
1999;Zimbabwe;3.089342
1986;Sweden;10.543013
1997;Zimbabwe;2.2955
1980;Switzerland;1.067122
1996;Taiwan;61.825346
1999;Taiwan;80.838114
1994;Taiwan;52.333863
1982;Sweden;5.995902
1991;Sweden;9.013531
1995;Sweden;8.344336
2002;Sweden;7.602658
2004;Sweden;8.193822
2005;Sweden;8.403504
1981;U.S. Territories;-
1991;U.S. Territories;-
1993;U.S. Territories;-
1998;U.S. Territories;-
2004;U.S. Territories;-
2011;U.S. Territories;-
1999;U.S. Territories;-
2004;World;10380.607917
2011;World;14032.201068
2012;World;14456.549945
2002;World;8963.575922
2001;World;8714.985431
2003;Korea, North;43.029279
2006;Korea, North;47.75438
2004;Korea, North;44.0856
2000;Mauritius;0.485178
2005;Mauritius;0.862704
2008;Mauritius;1.629756
1994;Mexico;18.132016
1988;Ireland;6.92655
1994;Ireland;5.90304
1980;Ireland;2.12405
2010;Mauritius;1.629756
2012;Mauritius;1.629807
1994;Mauritius;0.200106
1996;Mauritius;0.085582
2014;Moldova;0.331182
1997;Moldova;1.111044
1993;Moldova;4.061288
2006;Mexico;34.375616
2009;Mongolia;9.3761
2001;Moldova;0.36916
1993;Luxembourg;0.655668
2000;Luxembourg;0.36908
1984;Luxembourg;0.4467
2000;Lithuania;0.283122
1999;Lithuania;0.319232
2011;Macedonia;5.500924
1999;Mongolia;7.51647
2011;Moldova;0.442316
2003;Moldova;0.755622
2004;Moldova;0.367788
2003;Luxembourg;0.185414
2008;Luxembourg;0.184352
2012;Luxembourg;0.184252
1989;Luxembourg;0.445032
1997;Mexico;22.827177
1996;Mexico;23.220488
1995;Mexico;20.160576
2002;Mexico;29.149224
2001;Mexico;27.51912
1982;Mexico;8.22996
1993;Korea, South;89.702964
1992;Netherlands;32.773972
1995;Netherlands;35.542752
2003;Netherlands;43.718274
2010;Korea, South;255.024
2009;Netherlands;22.66038
1994;Bangladesh;0.829458
1987;Bangladesh;0.184748
2002;Denmark;12.220054
1998;Denmark;15.614417
2003;Denmark;18.765756
2008;Denmark;13.08764
2009;Egypt;2.756448
1985;Egypt;2.802927
1990;Egypt;2.943237
1990;Cuba;0.39102
2013;Australia;163.034784
1983;Austria;16.043857
1991;Belgium;37.253524
1993;Belgium;31.874016
1999;Belgium;26.321664
2001;Belgium;29.460915
2012;Bhutan;0.183224
2006;Bhutan;0.092169
2014;Bhutan;0.183224
1999;Bhutan;0.092154
1999;Bulgaria;26.23775
2009;Bulgaria;30.14521
1986;Brazil;35.414171
1985;Brazil;32.943416
1990;Brazil;32.136828
1998;Brazil;37.624483
2007;Brazil;45.079295
1989;Brazil;35.036064
2007;Korea, North;52.74165
2014;Kyrgyzstan;3.28902
2010;Kosovo;5.79408
2006;Kenya;0.368444
2008;Malaysia;31.219188
1998;Mauritius;0.22301
2006;Malaysia;22.56254
1983;Mexico;9.540615
1984;Mexico;9.472944
1980;Mexico;7.61796
1993;Malta;0.644854
1992;Malta;0.368568
1994;Malta;0.46033
1987;Malta;0.4611
2012;Madagascar;0.558948
2002;Luxembourg;0.184662
2013;Luxembourg;0.184252
2005;Luxembourg;0.276426
2001;Macedonia;6.016108
2014;Macedonia;4.648483
1994;Macedonia;5.001981
1998;Macedonia;6.043326
2013;Macedonia;4.933084
1984;Malawi;0.092713
2011;Malaysia;47.151616
1991;Malaysia;5.033232
1994;Malaysia;4.943098
2001;Malaysia;9.577672
1983;Malawi;0.092629
1981;Malawi;0.092299
2012;Malawi;0.092341
2000;Malawi;0.184628
2007;Malawi;0.183974
2003;Malawi;0.184342
2003;Morocco;10.590465
2006;Morocco;10.684876
2004;Morocco;10.038246
1982;Morocco;1.671661
1981;Morocco;1.772982
1990;Morocco;3.989496
1998;Morocco;7.545474
1985;Morocco;2.519842
1999;Morocco;7.231146
1985;Nepal;0.18501
2014;Hong Kong;27.995968
1990;Hong Kong;19.13495
2002;Honduras;0.332016
1983;Hong Kong;5.900268
1985;Hungary;26.371675
1984;Hungary;28.026452
2014;Montenegro;1.551368
2014;Mongolia;11.19392
1981;Mongolia;5.962698
1998;Mongolia;7.516002
2001;Mongolia;7.80921
2005;Moldova;0.367488
2008;Moldova;0.442316
2004;Mexico;27.825039
1990;Mexico;13.29534
1998;Mexico;23.91918
1998;Luxembourg;0.276387
1994;Luxembourg;0.75516
1993;Lithuania;0.548158
2009;Lithuania;0.480915
1994;Lithuania;0.94103
1997;Lithuania;0.5646
2013;Lithuania;0.7684
2006;Latvia;0.270546
2004;Latvia;0.186814
2005;Latvia;0.271194
1991;Netherlands;34.049984
1993;Netherlands;32.785975
1982;Netherlands;25.844019
1999;Netherlands;38.241736
2011;Netherlands;22.323675
2013;Netherlands;24.74831
1999;Hong Kong;12.341266
2012;Hong Kong;25.141116
2006;Hong Kong;23.221548
2013;Hong Kong;26.338312
2000;Kyrgyzstan;1.585471
1997;Kyrgyzstan;1.776728
1999;Kyrgyzstan;1.771788
2007;Kyrgyzstan;2.044856
1992;Kyrgyzstan;3.535254
2002;Latvia;0.188042
1997;Laos;0.092004
1996;Laos;0.092412
2005;Laos;0.370008
2008;Laos;0.369596
1984;Netherlands;22.752576
1986;Netherlands;26.189482
2010;Nepal;0.737128
1998;Nepal;0.184172
2006;Nepal;0.368632
2004;Nepal;0.368636
2014;Nepal;0.828783
1999;Nepal;0.644917
2009;Nepal;0.460435
1982;Nepal;0.09269
1988;Bulgaria;36.69198
2001;Denmark;13.426245
2008;Brazil;44.64912
1993;Brazil;34.55573
1990;Germany, East;327.886273
1982;Germany, West;258.801196
1988;Germany, West;225.848385
1984;Germany, West;250.78636
2000;Denmark;12.47904
2004;Denmark;14.90658
1988;Greece;22.384455
2014;Greece;23.290481
1987;Egypt;2.988711
1982;Egypt;2.806368
2014;Burma (Myanmar);0.829413
1987;Burma (Myanmar);0.193694
1982;Burma (Myanmar);0.58053
1980;Burma (Myanmar);0.48798
1983;Bulgaria;35.614059
2010;Bulgaria;32.584552
1982;France;105.715876
1986;France;72.645609
2012;France;34.026729
2011;France;29.1357
2002;Czech Republic;73.214695
1997;Czech Republic;82.19499
2005;Czech Republic;83.26104
2007;Czech Republic;72.88589
1982;Denmark;18.933036
1990;Denmark;19.935491
1984;Greece;14.3166
1983;Greece;14.3865
2011;Greece;26.8548
1985;Greece;17.017
2008;Croatia;2.103625
2010;Croatia;2.1029
2004;Croatia;2.5362
1987;Cuba;0.163494
1999;Bosnia and Herzegovina;10.051259
2002;Bosnia and Herzegovina;11.53882
2012;Bosnia and Herzegovina;11.96039
2005;Bosnia and Herzegovina;6.921525
1994;Bosnia and Herzegovina;2.126058
1983;Botswana;0.830736
2009;Botswana;1.381575
2011;Botswana;1.47376
1990;Botswana;1.47336
2002;Bhutan;0.092025
1985;New Caledonia;0.369196
1988;New Caledonia;0.369328
2010;New Caledonia;1.380825
2003;New Caledonia;0.644665
2006;New Caledonia;0.64477
1987;Bulgaria;39.853368
1985;Bulgaria;35.378156
1992;Brazil;34.596496
2013;Brazil;55.678068
2000;Bhutan;0.092154
1984;Australia;94.103695
1982;Australia;96.737196
1985;Argentina;2.399236
1981;Argentina;2.698972
1995;Argentina;3.002142
1997;Argentina;2.5389
2005;Albania;0.097173
2001;Algeria;1.097876
1987;Austria;16.45216
1985;Austria;19.2437
1993;Bangladesh;1.013232
2002;Botswana;1.749748
2001;Botswana;1.657998
2005;Botswana;1.934289
1995;Botswana;1.657926
1997;Botswana;1.473472
1982;Austria;16.039947
2010;Belarus;0.176038
1981;Austria;16.29144
2008;Austria;9.658656
2011;Australia;176.199488
2003;Australia;174.417506
2007;Australia;188.743932
1999;Australia;170.775376
1986;Australia;103.093851
2012;Australia;168.72096
2010;Brazil;44.972928
1991;Brazil;35.576695
1982;Brazil;22.565826
1983;Brazil;24.47055
1989;Afghanistan;0.276915
1985;Afghanistan;0.277074
2011;Afghanistan;2.854418
2014;Afghanistan;2.946592
1991;Bangladesh;0.276411
1996;Bangladesh;0.552558
2001;Bangladesh;1.104852
2011;Bangladesh;2.302475
1997;Colombia;11.441375
2007;Colombia;9.525048
1987;Belgium;34.626416
2012;Belarus;0.703544
1982;Afghanistan;0.276648
2011;Colombia;14.170242
2010;Colombia;12.701508
1988;Colombia;10.839126
1994;Colombia;12.719056
1984;Colombia;9.090774
2004;Colombia;8.874782
2005;China;4449.873171
2003;China;3360.171345
1982;Colombia;8.4617
1990;Jamaica;0.088627
1994;Jamaica;0.092105
2013;Jamaica;0.190596
2014;Jamaica;0.190596
2002;Jamaica;0.184586
2001;Jamaica;0.092309
2004;Jamaica;0.18442
1991;Ireland;6.9204
2006;Iran;3.877288
2003;Iran;3.58758
1995;Israel;14.017656
1987;Greece;19.809765
1991;Greece;23.356585
1997;Greece;26.367108
1999;Greece;27.876706
2010;Greece;25.93429
2010;Tajikistan;0.277029
1981;Kenya;0.184478
2011;Kenya;0.736512
1992;Kenya;0.276711
2005;Kenya;0.275934
1989;Kenya;0.277599
2000;Italy;42.05296
1994;Kenya;0.27693
2001;Kenya;0.1843
2010;Thailand;55.310175
2000;Thailand;34.466744
2001;Thailand;39.478535
2013;Thailand;60.054008
2008;Thailand;55.093376
2009;Thailand;55.999688
1994;Thailand;30.27843
1988;Taiwan;35.366864
2013;United States;1722.940968
1998;United States;2064.488136
2004;United States;2160.128366
1995;Uzbekistan;3.641692
2010;Uzbekistan;4.440334
1980;Venezuela;0.107653
1988;Venezuela;0.208508
1989;Venezuela;0.095345
1987;Vietnam;12.619062
1989;Jamaica;0.101764
1991;Italy;45.736818
1990;Italy;49.343833
1993;Italy;34.682869
1995;Italy;41.220432
1996;Italy;36.989694
1999;Italy;38.765154
2009;Italy;43.793054
1992;Italy;40.44742
1989;Italy;46.299
2003;Switzerland;0.207932
2004;Switzerland;0.376976
2012;Switzerland;0.27804
2006;Switzerland;0.35279
2014;Taiwan;135.540432
1983;Taiwan;18.618348
1980;Taiwan;12.410685
1986;Taiwan;28.406988
1985;Taiwan;23.142672
1986;Switzerland;1.253592
2000;Swaziland;0.460535
2013;Swaziland;0.368212
1985;Sweden;10.33632
1981;Sweden;5.087665
1993;Sweden;8.264718
1998;Sweden;8.024436
2000;Sweden;8.115309
2007;Sweden;8.790782
2001;Sweden;7.74444
1986;Swaziland;0.385404
2012;Swaziland;0.460265
1991;Swaziland;0.288273
1997;Swaziland;0.552462
1999;Swaziland;0.460325
2006;Thailand;48.01089
2007;Thailand;51.15261
1986;Turkey;73.926444
1998;Swaziland;0.460385
2005;Zimbabwe;1.266356
1981;Zimbabwe;5.204385
1987;Swaziland;0.38524
1984;Swaziland;0.28977
1985;Swaziland;0.38598
1982;Zimbabwe;5.386582
1980;Zimbabwe;5.661096
2007;Zimbabwe;3.079924
1989;Swaziland;0.38524
2002;United Arab Emirates;0.276306
2008;United States;2139.547977
1989;United States;1795.32608
1986;United States;1617.4346
2002;United States;2094.57
2014;Uzbekistan;5.297105
2001;Uzbekistan;4.445164
2004;Uzbekistan;3.955475
2007;Uzbekistan;4.336425
1982;Venezuela;0.101689
2014;Venezuela;0.737104
2013;Venezuela;0.737104
1999;Venezuela;0.091974
1994;Venezuela;0.18414
2006;Venezuela;0.82836
2002;Colombia;10.520852
1992;Colombia;12.446312
1983;Colombia;8.743135
1997;China;2223.177138
2006;China;4947.257304
1981;Finland;6.317831
2004;Estonia;0.06834
1997;Former Serbia and Montenegro;36.895852
1998;Former Serbia and Montenegro;39.28294
1999;Former Serbia and Montenegro;28.92825
1980;Former Czechoslovakia;150.971796
1993;Finland;12.832927
2009;Finland;12.512871
1980;Cuba;0.186924
1993;Cuba;0.190008
1991;Cuba;0.280005
1992;Cuba;0.097304
2010;Congo (Kinshasa);0.406132
1990;Congo (Kinshasa);0.406076
2000;Zimbabwe;3.358934
1993;Zimbabwe;2.448738
1994;Zimbabwe;2.305825
1998;Zimbabwe;2.27925
1993;Croatia;1.670802
1987;Cyprus;0.18469
2011;Croatia;2.1117
1986;Cuba;0.332067
1997;Virgin Islands,  U.S.;0.552306
1991;Zimbabwe;2.933856
1985;Zimbabwe;6.44714
1990;Zambia;0.734528
1995;Zambia;0.274068
1997;Zambia;0.45892
2007;Zambia;0.18647
1989;Zambia;0.92053
1981;Zambia;0.9205
2008;Zambia;0.226
2014;Congo (Kinshasa);0.305004
2000;Colombia;11.444958
2008;Colombia;9.257862
2012;Finland;10.176285
2013;Estonia;0.087809
1992;Estonia;0.656328
1994;Estonia;0.311974
2006;Estonia;0.174482
2014;Finland;10.66087
1983;Finland;8.888328
1993;Virgin Islands,  U.S.;0.6447
1988;Vietnam;11.794515
2008;Vietnam;43.063515
2007;Vietnam;34.994432
2009;Vietnam;45.730201
1992;Vietnam;8.340421
1995;Vietnam;9.396545
1994;Vietnam;8.095286
1990;Vietnam;8.44774
1981;Vietnam;9.1917
1986;Congo (Kinshasa);0.399624
1984;Congo (Kinshasa);0.400532
1985;Congo (Kinshasa);0.400188
1983;Congo (Kinshasa);0.402144
1981;Congo (Kinshasa);0.397832
1988;Congo (Kinshasa);0.397168
2011;Congo (Kinshasa);0.406144
1996;Finland;15.168972
2003;Finland;21.453852
1998;Finland;9.992311
2013;China;7763.844968
2008;China;5491.785738
1998;Bosnia and Herzegovina;10.52912
1996;Korea, North;40.791378
2010;Korea, North;54.84944
1993;Korea, North;55.7304
2003;Botswana;1.565887
2000;Botswana;1.933827
1996;Botswana;1.473808
1980;Brazil;18.744614
2004;Brazil;43.059249
1984;India;226.36341
1984;Korea, North;69.618451
2006;Kazakhstan;115.106076
2008;Kazakhstan;143.950265
1981;Korea, North;61.85091
2001;Kazakhstan;80.37246
1993;Denmark;19.734122
1991;Denmark;24.91755
2002;Brazil;38.817816
1981;Brazil;20.14636
1991;Colombia;11.976282
1995;Colombia;12.959204
1989;Colombia;11.868774
1998;Colombia;11.25573
1996;Colombia;10.94172
1981;Colombia;8.726985
2006;Colombia;9.077409
2004;Korea, South;172.978641
1993;Kyrgyzstan;3.17237
2010;Lithuania;0.576768
1996;Lithuania;0.87535
1996;Latvia;0.41569
2012;Kosovo;5.21451
1990;Nepal;0.093147
1988;Nepal;0.092489
2003;Laos;0.370276
2001;Laos;0.184234
2003;Mauritius;0.673648
2014;Mauritius;1.91742
2009;Mauritius;1.43847
2002;Mauritius;0.7344
1994;Namibia;0.184036
2008;Morocco;9.665985
1995;Malta;0.091807
1986;Nepal;0.092152
1987;Nepal;0.184756
1988;Malta;0.56535
2003;Korea, South;167.287464
2000;Korea, South;140.019024
2001;Korea, South;150.195578
1988;Korea, South;101.450672
2011;Korea, South;275.690084
1982;Korea, South;66.328188
1991;Korea, South;91.358477
1989;Korea, South;97.057011
2013;Laos;0.369692
2007;Laos;0.36984
2012;Ireland;5.120248
2002;Ireland;6.073848
2001;Ireland;6.364422
2007;Ireland;5.294356
1989;Ireland;7.298889
2011;Ireland;4.201732
1999;Ireland;5.184592
1983;Israel;4.227768
1986;Italy;47.410131
1984;Israel;5.24457
1993;Israel;10.602262
2012;Israel;29.291616
2003;Israel;24.316256
2008;Israel;26.208832
2013;Israel;24.184854
2000;Israel;18.97192
2005;Japan;379.153095
1985;Israel;6.086367
2014;Japan;400.78401
1985;Japan;230.3818
1980;Netherlands;16.3944
1988;Netherlands;32.6403
2001;Nepal;0.736696
2003;Bosnia and Herzegovina;9.886514
2004;Bosnia and Herzegovina;8.39566
1980;Botswana;0.645967
1987;Botswana;1.015509
1988;Botswana;1.200264
1989;Botswana;1.292144
1980;Chile;3.352752
1981;Chile;3.326652
1990;Chile;7.091392
1983;Chile;2.79231
2000;Australia;171.104575
2006;Australia;187.693632
1987;Australia;112.940268
1981;Australia;90.180402
2002;Argentina;1.454775
2001;Argentina;1.709673
1984;Bulgaria;35.635548
2006;Argentina;2.586713
2007;Argentina;2.877248
1992;Armenia;0.276348
1999;Bangladesh;0.183782
2013;Croatia;1.903089
2005;Croatia;2.034912
2007;Croatia;2.022096
1990;Cyprus;0.082854
1989;Cyprus;0.127357
1994;Chile;5.98884
1995;Cuba;0.192044
1994;Cuba;0.191648
1988;Cuba;0.17755
2004;Australia;181.201449
2001;Canada;101.156429
2007;Belgium;18.372328
2010;Canada;82.098848
2006;Canada;96.134584
2014;Canada;67.237322
1999;Canada;95.157848
2009;Canada;79.739474
2007;Indonesia;127.08834
1986;Ireland;4.987548
1984;Ireland;3.142824
2013;Turkey;117.594144
1997;Turkey;108.756648
2009;Turkey;147.700005
2000;Turkey;120.49379
1980;Turkey;30.436575
1989;Turkey;81.615912
1983;Turkey;39.87775
1982;Turkey;35.1315
1984;U.S. Territories;-
2012;Uzbekistan;4.719239
1999;Uzbekistan;3.473748
1993;Uzbekistan;6.31884
2013;Uzbekistan;4.81555
2010;Venezuela;0.644903
2012;Venezuela;0.737104
2001;Venezuela;0.184292
1987;Venezuela;0.23869
1984;Vietnam;10.353106
1983;Indonesia;0.279402
2006;Indonesia;101.3023
1985;Indonesia;4.6364
2010;India;1055.709204
2012;Iceland;0.290895
1997;Iceland;0.098321
1998;India;494.610532
2001;India;561.529388
2006;India;753.140192
2005;India;706.7988
2004;Hungary;13.956105
2008;Hungary;12.070334
1993;Hungary;18.526612
1998;Iceland;0.196298
2007;Iceland;0.289899
1996;India;471.750945
1999;India;524.527962
1986;India;256.182115
1992;India;381.17394
1995;India;448.64057
2001;Slovakia;17.428026
2000;Slovakia;17.24292
2006;Slovakia;15.95698
2001;Israel;22.70564
2002;Italy;44.213616
2012;Italy;55.308495
1984;Italy;48.263714
1982;Italy;46.259956
2011;Italy;53.623624
1989;Israel;7.32732
1980;Swaziland;0.385824
2014;Swaziland;0.368212
1990;Swaziland;0.384244
2002;Swaziland;0.368432
2003;Swaziland;0.368048
2004;Swaziland;0.368148
1982;Swaziland;0.38576
1998;South Africa;319.486032
2004;South Africa;361.911977
2008;South Africa;377.642994
1986;Spain;90.015003
1987;Spain;87.205806
1984;Spain;89.991744
1995;Spain;81.786615
1997;Spain;78.23165
2009;Spain;35.10962
1993;Spain;84.6873
1995;Hungary;17.551352
2003;Hungary;15.040494
2000;Hungary;15.420126
1980;Hungary;28.319208
1987;Iceland;0.099254
1996;Hungary;17.96696
2005;Israel;26.208016
1986;Israel;6.106776
2011;Israel;26.01558
1988;Iceland;0.196
2012;Tajikistan;0.646401
1994;Switzerland;0.30386
1994;Tajikistan;0.09266
2006;Taiwan;131.381088
2002;Taiwan;106.138296
1982;Taiwan;13.643483
1997;Taiwan;70.282845
1998;Taiwan;76.809816
2010;South Africa;366.889534
1997;South Africa;313.716044
1985;South Africa;243.972015
1990;South Africa;269.817948
2012;South Africa;373.15584
1999;South Africa;305.04243
2009;South Africa;360.61639
2004;Slovakia;16.554987
2000;Slovenia;4.75615
2010;Slovenia;4.7584
2013;Indonesia;169.911585
1997;Indonesia;32.508829
2000;Indonesia;46.228176
1997;Jamaica;0.091935
2002;Belarus;0.685648
1993;Algeria;1.719386
1997;Algeria;1.121445
2003;Algeria;1.401834
2003;Belarus;0.569849
1999;Belarus;1.367376
1998;Belarus;1.523897
1990;Algeria;2.162016
2000;Norway;2.391792
1988;Norway;2.484925
1998;Norway;2.489925
1991;Congo (Kinshasa);0.202862
1997;Congo (Kinshasa);0.203388
1998;Congo (Kinshasa);0.203018
2000;Congo (Kinshasa);0.203058
2005;Congo (Kinshasa);0.304437
1999;Congo (Kinshasa);0.203022
2003;Colombia;10.594164
2001;Colombia;11.163972
1985;Cuba;0.380166
1982;Cuba;0.35025
2008;New Caledonia;0.829017
1987;New Zealand;3.640533
1991;New Zealand;3.970577
2006;New Zealand;7.635502
1986;Niger;0.092433
1987;Niger;0.184442
1983;Niger;0.184682
1993;Niger;0.184104
1994;Niger;0.184104
1996;Niger;0.184332
2012;Afghanistan;2.394106
2013;Afghanistan;2.578268
2012;Albania;0.289662
1993;Albania;0.498355
2003;Albania;0.096807
2001;Albania;0.193856
1993;Belarus;3.415104
1980;Belgium;40.52972
1984;Albania;4.814298
1981;Albania;3.686982
2011;Belgium;14.618462
1990;Belgium;38.989516
1997;Belgium;30.806856
2008;Belgium;16.10055
1988;Albania;5.238184
2009;Belgium;12.59122
1996;Belgium;32.64756
2011;Bhutan;0.183224
2010;Bhutan;0.184918
1986;Albania;4.9714
